,prices,location,furnished,owner,link,title,area,type,dates,text,bathrooms,text1,co-ordinate,depo
93,"1,00,000","Rohan Madhuban, Bavdhan, Pune",Fully Furnished,Rajesh Paralkar,https://housing.com/rent/5881580-5050-sqft-4-bhk-independent-house-on-rent-in-bavdhan-pune,4 BHK Independent House for rent in Bavdhan,5050 sq.ft,,,,,,,
94,"14,000","DNK Shree Nivas Sankul, Katraj, Pune",Semi Furnished,Prafull Dhamal,https://housing.com/rent/5981530-1300-sqft-1-bhk-independent-house-on-rent-in-katraj-pune,1 BHK Independent House for rent in Katraj,1300 sq.ft,,,,,,,
95,"26,000","Indira Nagar, Dhanori,Pune",Unfurnished,Sachin Londhe,https://housing.com/rent/6320230-2500-sqft-3-bhk-independent-house-on-rent-in-tingre-nagar-pune,3 BHK Independent House for rent in Dhanori,2500 sq.ft,,,,,,,
96,"30,000","KALAMKAR COMPLEX, Balewadi Phata, Baner,Pune",Unfurnished,Shri Dattamurti,https://housing.com/rent/5969851-1450-sqft-3-bhk-independent-house-on-rent-in-baner-pune,3 BHK Independent House for rent in Baner,1450 sq.ft,,,,,,,
97,"45,000","Mahatma Society,Alkapuri Society, Kothrud,Pune",Fully Furnished,Rohit Mokate,https://housing.com/rent/3946570-2500-sqft-3-bhk-independent-house-on-rent-in-kothrud-pune,3 BHK Independent House for rent in Kothrud,2500 sq.ft,,,,,,,
98,"10,000","Om sadaguru krupa,Unnatinagar, Hadapsar,Pune",Unfurnished,Rohini Patil,https://housing.com/rent/5925719-800-sqft-1-bhk-independent-house-on-rent-in-hadapsar-pune,1 BHK Independent House for rent in Hadapsar,800 sq.ft,,,,,,,
99,"9,000","Laxmi Nagar, Pimple Gurav,Pune",Unfurnished,Mahesh,https://housing.com/rent/6304876-600-sqft-1-bhk-independent-house-on-rent-in-pimple-gurav-pune,1 BHK Independent House for rent in Pimple Gurav,600 sq.ft,,,,,,,
100,"6,000","Chandrabhaga Nagar, Dhankawadi,Pune",Unfurnished,Manoj Khatal,https://housing.com/rent/5642692-620-sqft-1-bhk-independent-house-on-rent-in-dhankawadi-pune,1 BHK Independent House for rent in Dhankawadi,620 sq.ft,,,,,,,
101,"10,000","Rambagh Colony, Rahatani,Pune",Semi Furnished,Keshav Kolapkar,https://housing.com/rent/6217825-600-sqft-1-bhk-independent-house-on-rent-in-rahatani-pune,1 BHK Independent House for rent in Rahatani,600 sq.ft,,,,,,,
102,"11,000","Shri sai,Eklavya Colony, Kothrud,Pune",Unfurnished,Dinesh Khatate,https://housing.com/rent/4992168-500-sqft-1-bhk-independent-house-on-rent-in-kothrud-pune,1 BHK Independent House for rent in Kothrud,500 sq.ft,,,,,,,
103,"7,000","Vrandavan nivas,Manjari Budruk, Pune",Unfurnished,Balaji G,https://housing.com/rent/6150010-800-sqft-2-bhk-independent-house-on-rent-in-manjari-budruk-pune,2 BHK Independent House for rent in Manjari Budruk,800 sq.ft,,,,,,,
104,"45,000"," Anurag Society,Mahatma Society, Kothrud,Pune",Unfurnished,Pinaki Jayakar,https://housing.com/rent/4638880-3000-sqft-4-bhk-independent-house-on-rent-in-kothrud-pune,4 BHK Independent House for rent in Kothrud,3000 sq.ft,,,,,,,
105,"10,000","Matoshree chinchwad gaon ,Chinchwad Gaon, Chinchwad,Pune",Semi Furnished,SK's Reality,https://housing.com/rent/5086659-700-sqft-1-bhk-independent-house-on-rent-in-chinchwad-pune,1 BHK Independent House for rent in Chinchwad,700 sq.ft,,,,,,,
106,"10,000","Ram Nagar, Pimple Gurav,Pune",Semi Furnished,Kantilal Kisan Bhosale,https://housing.com/rent/6269072-530-sqft-1-bhk-independent-house-on-rent-in-pimple-gurav-pune,1 BHK Independent House for rent in Pimple Gurav,530 sq.ft,,,,,,,
107,"38,000","Rohan Mithila, Mhada Colony, Viman Nagar,Pune",Semi Furnished,Sanat Thakur,https://housing.com/rent/4285351-1790-sqft-2-bhk-independent-house-on-rent-in-viman-nagar-pune,2 BHK Independent House for rent in Viman Nagar,1790 sq.ft,,,,,,,
108,"16,500","Somnath Nagar, Wadgaon Sheri,Pune",Fully Furnished,Infra Nest,https://housing.com/rent/5308363-650-sqft-1-bhk-independent-house-on-rent-in-wadgaon-sheri-pune,1 BHK Independent House for rent in Wadgaon Sheri,650 sq.ft,,,,,,,
109,"30,000","Mittal Upper Crest, Nyati County, Mohammed Wadi,Pune",Fully Furnished,M&M Consultancy,https://housing.com/rent/4674571-1400-sqft-3-bhk-independent-house-on-rent-in-mohammed-wadi-pune,3 BHK Independent House for rent in Mohammed Wadi,1400 sq.ft,,,,,,,
110,"13,000","Chandan Nagar, Pune",Unfurnished,Hrishikesh Jadhav,https://housing.com/rent/5949649-4000-sqft-2-bhk-independent-house-on-rent-in-chandan-nagar-pune,2 BHK Independent House for rent in Chandan Nagar,4000 sq.ft,,,,,,,
111,"50,000","Mulberry Garden,Magarpatta City, Pune",Unfurnished,Pooja Kapare,https://housing.com/rent/6420986-1750-sqft-4-bhk-independent-house-on-rent-in-magarpatta-city-pune,4 BHK Independent House for rent in Magarpatta City,1750 sq.ft,,,,,,,
112,"55,000","Patwardhan baug,Hingne Budrukh, Karve Nagar,Pune",Semi Furnished,Sikandar,https://housing.com/rent/6330758-2250-sqft-4-bhk-independent-house-on-rent-in-karve-nagar-pune,4 BHK Independent House for rent in Karve Nagar,2250 sq.ft,,,,,,,
113,"45,000","Kolte Patil Life Republic Sector R2 2nd Avenue, Hinjewadi, Pune",Fully Furnished,Landmark Consultants,https://housing.com/rent/3514248-3000-sqft-4-bhk-independent-house-on-rent-in-hinjewadi-pune,4 BHK Independent House for rent in Hinjewadi,3000 sq.ft,,,,,,,
114,"3,500","Hingne Budrukh, Karve Nagar,Pune",Fully Furnished,Sumit,https://housing.com/rent/6533249-500-sqft-1-rk-independent-house-on-rent-in-karve-nagar-pune,1 RK Independent House for rent in Karve Nagar,500 sq.ft,,,,,,,
115,"3,000","Pradhikaran, Nigdi,Pune",Semi Furnished,Mohan Kari,https://housing.com/rent/6307524-400-sqft-1-rk-independent-house-on-rent-in-nigdi-pune,1 RK Independent House for rent in Nigdi,400 sq.ft,,,,,,,
116,"15,000","Hinjewadi Rajiv Gandhi Infotech Park, Hinjewadi,Pune",Unfurnished,Asha Malve,https://housing.com/rent/2655067-1500-sqft-2-bhk-independent-house-on-rent-in-hinjewadi-pune,2 BHK Independent House for rent in Hinjewadi,1500 sq.ft,,,,,,,
117,"14,000","Pradhikaran, Nigdi,Pune",Unfurnished,Sameer Bhagodia,https://housing.com/rent/6074177-950-sqft-2-bhk-independent-house-on-rent-in-nigdi-pune,2 BHK Independent House for rent in Nigdi,950 sq.ft,,,,,,,
118,"6,000","Jadhav Nagar, Mundhwa,Pune",Semi Furnished,Kiran Dubal,https://housing.com/rent/4223722-650-sqft-1-bhk-independent-house-on-rent-in-mundhwa-pune,1 BHK Independent House for rent in Mundhwa,650 sq.ft,,,,,,,
119,"15,000","Dhayari Village, Dhayari,Pune",Semi Furnished,Pratibha,https://housing.com/rent/6034389-1100-sqft-2-bhk-independent-house-on-rent-in-dhayari-pune,2 BHK Independent House for rent in Dhayari,1100 sq.ft,,,,,,,
120,"18,500","Chinchwad, Pune",Semi Furnished,Srikant Kulkarni,https://housing.com/rent/6503271-1500-sqft-3-bhk-independent-house-on-rent-in-chinchwad-pune,3 BHK Independent House for rent in Chinchwad,1500 sq.ft,,,,,,,
121,"7,500","Chandan Nagar, Pune",Semi Furnished,Suraj Gupta,https://housing.com/rent/5840386-151-sqft-1-rk-independent-house-on-rent-in-chandan-nagar-pune,1 RK Independent House for rent in Chandan Nagar,151 sq.ft,,,,,,,
122,"25,000","Manjari Budruk, Pune",Fully Furnished,Ronal Nikalje,https://housing.com/rent/6235262-2000-sqft-2-bhk-independent-house-on-rent-in-manjari-budruk-pune,2 BHK Independent House for rent in Manjari Budruk,2000 sq.ft,,,,,,,
123,"10,000","Hinjawadi Village, Hinjewadi,Pune",Fully Furnished,Balaji Om Shiv Sai Home's,https://housing.com/rent/6304684-450-sqft-1-bhk-independent-house-on-rent-in-hinjewadi-pune,1 BHK Independent House for rent in Hinjewadi,450 sq.ft,,,,,,,
124,"9,000","Keshav Nagar, Mundhwa,Pune",Semi Furnished,Dalvi Sambhaji,https://housing.com/rent/4014042-510-sqft-2-bhk-independent-house-on-rent-in-mundhwa-pune,2 BHK Independent House for rent in Mundhwa,510 sq.ft,,,,,,,
125,"6,000","Green Wood, Manjari Budruk, Pune",Unfurnished,Sunil,https://housing.com/rent/6238757-580-sqft-1-bhk-independent-house-on-rent-in-manjari-budruk-pune,1 BHK Independent House for rent in Manjari Budruk,580 sq.ft,,,,,,,
126,"18,000","Dhanori, Pune",Semi Furnished,Nestaway Technologies Pvt. Ltd.,https://housing.com/rent/6479040-850-sqft-1-bhk-independent-house-on-rent-in-lokhande-wasti-lane---2-pune,1 BHK Independent House for rent in Dhanori,850 sq.ft,,,,,,,
127,"10,000","Pandharinagar,EON Free Zone, Kharadi,Pune",Unfurnished,Shankar Salunkhe,https://housing.com/rent/6338335-650-sqft-1-bhk-independent-house-on-rent-in-kharadi-pune,1 BHK Independent House for rent in Kharadi,650 sq.ft,,,,,,,
128,"25,000","Near kothrud city pride theater ,Kothrud, Pune",Unfurnished,Prasad Khanekar,https://housing.com/rent/6443416-1100-sqft-2-bhk-independent-house-on-rent-in-kothrud-pune,2 BHK Independent House for rent in Kothrud,1100 sq.ft,,,,,,,
129,"12,000","Satale niwas,Keshav Nagar, Mundhwa,Pune",Semi Furnished,Angad,https://housing.com/rent/4632003-750-sqft-1-bhk-independent-house-on-rent-in-mundhwa-pune,1 BHK Independent House for rent in Mundhwa,750 sq.ft,,,,,,,
130,"13,000","Wadeshwar Nivas,Wadgaon Sheri, Pune",Semi Furnished,Suraj Nandgaokar,https://housing.com/rent/5890281-600-sqft-1-bhk-independent-house-on-rent-in-wadgaon-sheri-pune,1 BHK Independent House for rent in Wadgaon Sheri,600 sq.ft,,,,,,,
131,"5,500","SHANTIKUNJ ,Dadaji Vasti, Lohegaon,Pune",Unfurnished,Atharv Properties,https://housing.com/rent/6404995-350-sqft-1-rk-independent-house-on-rent-in-lohegaon-pune,1 RK Independent House for rent in Lohegaon,350 sq.ft,,,,,,,
132,"22,000","Panchod ,Daund, Pune",Fully Furnished,Krishna,https://housing.com/rent/6482617-1000-sqft-2-bhk-independent-house-on-rent-in-balaji-nagar-pune,2 BHK Independent House for rent in Daund,1000 sq.ft,,,,,,,
133,"27,000"," Koregaon Park annex road,Meera Nagar, Koregaon Park,Pune",Fully Furnished,ANKUSH GAIKWAD,https://housing.com/rent/6193335-1300-sqft-3-bhk-independent-house-on-rent-in-koregaon-park-pune,3 BHK Independent House for rent in Koregaon Park,1300 sq.ft,,,,,,,
134,"24,000","Geras Enclave, Clover Park, Viman Nagar,Pune",Fully Furnished,Matrix Properties,https://housing.com/rent/6510944-750-sqft-2-bhk-independent-house-on-rent-in-viman-nagar-pune,2 BHK Independent House for rent in Viman Nagar,750 sq.ft,,,,,,,
135,"20,000","Wireless colony,Wireless Colony, Aundh,Pune",Unfurnished,Sunil Khandagale,https://housing.com/rent/5992442-1200-sqft-2-bhk-independent-house-on-rent-in-aundh-pune,2 BHK Independent House for rent in Aundh,1200 sq.ft,,,,,,,
136,"40,000","Nyati County, Mohammed Wadi,Pune",Semi Furnished,Haroon Shaikh,https://housing.com/rent/6294968-4900-sqft-4-bhk-independent-house-on-rent-in-undri-pune,4 BHK Independent House for rent in Mohammed Wadi,4900 sq.ft,,,,,,,
137,"10,000","Rukhmini building ,Keshav Nagar, Mundhwa,Pune",Unfurnished,S. S. Bhandari,https://housing.com/rent/4950445-520-sqft-2-bhk-independent-house-on-rent-in-mundhwa-pune,2 BHK Independent House for rent in Mundhwa,520 sq.ft,,,,,,,
138,"15,000","Khese Park, Lohegaon,Pune",Unfurnished,ABV Property,https://housing.com/rent/6152940-980-sqft-2-bhk-independent-house-on-rent-in-lohegaon-pune,2 BHK Independent House for rent in Lohegaon,980 sq.ft,,,,,,,
139,"11,000","Sai Darshan,Indira Nagar, Dhanori,Pune",Semi Furnished,DK Properties,https://housing.com/rent/5621140-590-sqft-1-bhk-independent-house-on-rent-in-tingre-nagar-pune,1 BHK Independent House for rent in Dhanori,590 sq.ft,,,,,,,
140,"15,000","Aundh ,Wireless Colony, Aundh,Pune",Unfurnished,Axiom Realtors,https://housing.com/rent/6077041-900-sqft-1-bhk-independent-house-on-rent-in-aundh-pune,1 BHK Independent House for rent in Aundh,900 sq.ft,,,,,,,
141,"16,000","Sameer Appartment,Hanuman Nagar, Wadgaon Sheri,Pune",Unfurnished,Ajay Shukla,https://housing.com/rent/5011425-950-sqft-2-bhk-independent-house-on-rent-in-wadgaon-sheri-pune,2 BHK Independent House for rent in Wadgaon Sheri,950 sq.ft,,,,,,,
142,"12,000","Hinjewadi Rajiv Gandhi Infotech Park, Hinjewadi,Pune",Unfurnished,Vaibhav Chaudhari,https://housing.com/rent/5971633-600-sqft-1-rk-independent-house-on-rent-in-hinjewadi-pune,1 RK Independent House for rent in Hinjewadi,600 sq.ft,,,,,,,
143,"18,000","Inawgle Villa,Vishal Nagar, Pimple Nilakh,Pune",Unfurnished,Rishi,https://housing.com/rent/5101615-1800-sqft-3-bhk-independent-house-on-rent-in-pimple-nilakh-pune,3 BHK Independent House for rent in Pimple Nilakh,1800 sq.ft,,,,,,,
144,"22,000","Walvekar Nagar, Parvati Darshan,Pune",Unfurnished,Radha Soni,https://housing.com/rent/6180620-800-sqft-2-bhk-independent-house-on-rent-in-parvati-darshan-pune,2 BHK Independent House for rent in Parvati Darshan,800 sq.ft,,,,,,,
145,"75,000","Mhada Colony, Viman Nagar,Pune",Fully Furnished,Kiran Bhalerao,https://housing.com/rent/6118064-2350-sqft-4-bhk-independent-house-on-rent-in-viman-nagar-pune,4 BHK Independent House for rent in Viman Nagar,2350 sq.ft,,,,,,,
146,"1,50,000","Pradhikaran, Nigdi,Pune",Semi Furnished,S S Enterprises,https://housing.com/rent/6219802-3000-sqft-6-bhk-independent-house-on-rent-in-nigdi-pune,6 BHK Independent House for rent in Nigdi,3000 sq.ft,,,,,,,
147,"35,000","Rakshak Nagar, Kharadi,Pune",Unfurnished,Realtegic Realtors,https://housing.com/rent/6201934-2500-sqft-3-bhk-independent-house-on-rent-in-kharadi-pune,3 BHK Independent House for rent in Kharadi,2500 sq.ft,,,,,,,
148,"8,000","Bibwewadi, Pune",Unfurnished,Swapnil Mali,https://housing.com/rent/5963348-650-sqft-1-bhk-independent-house-on-rent-in-bibwewadi-pune,1 BHK Independent House for rent in Bibwewadi,650 sq.ft,,,,,,,
149,"1,00,000","own House,Pradhikaran, Nigdi,Pune",Fully Furnished,DHANANJAY MOHITE,https://housing.com/rent/6420455-5000-sqft-5-bhk-independent-house-on-rent-in-nigdi-pune,5 BHK Independent House for rent in Nigdi,5000 sq.ft,,,,,,,
150,"9,000","Chinchwad, Pune",Unfurnished,Ronak Mutha,https://housing.com/rent/4727016-750-sqft-1-bhk-independent-house-on-rent-in-chinchwad-pune,1 BHK Independent House for rent in Chinchwad,750 sq.ft,,,,,,,
151,"25,000","Hinjewadi, Pune",Unfurnished,Archana Enetrprises,https://housing.com/rent/1847390-2300-sqft-3-bhk-independent-house-on-rent-in-hinjewadi-pune,3 BHK Independent House for rent in Hinjewadi,2300 sq.ft,,,,,,,
152,"20,000","Om Sai Venkata Madhuban Sai City, Talegaon Dabhade, Pune",Fully Furnished,Homesphere Property Management Business,https://housing.com/rent/5709878-1700-sqft-3-bhk-independent-house-on-rent-in-talegaon-dabhade-pune,3 BHK Independent House for rent in Talegaon Dabhade,1700 sq.ft,,,,,,,
153,"1,00,000","Rohan Madhuban, Bavdhan, Pune",Fully Furnished,Rajesh Paralkar,https://housing.com/rent/5881580-5050-sqft-4-bhk-independent-house-on-rent-in-bavdhan-pune,4 BHK Independent House for rent in Bavdhan,5050 sq.ft,,,,,,,
154,"14,000","DNK Shree Nivas Sankul, Katraj, Pune",Semi Furnished,Prafull Dhamal,https://housing.com/rent/5981530-1300-sqft-1-bhk-independent-house-on-rent-in-katraj-pune,1 BHK Independent House for rent in Katraj,1300 sq.ft,,,,,,,
155,"26,000","Indira Nagar, Dhanori,Pune",Unfurnished,Sachin Londhe,https://housing.com/rent/6320230-2500-sqft-3-bhk-independent-house-on-rent-in-tingre-nagar-pune,3 BHK Independent House for rent in Dhanori,2500 sq.ft,,,,,,,
156,"30,000","KALAMKAR COMPLEX, Balewadi Phata, Baner,Pune",Unfurnished,Shri Dattamurti,https://housing.com/rent/5969851-1450-sqft-3-bhk-independent-house-on-rent-in-baner-pune,3 BHK Independent House for rent in Baner,1450 sq.ft,,,,,,,
157,"45,000","Mahatma Society,Alkapuri Society, Kothrud,Pune",Fully Furnished,Rohit Mokate,https://housing.com/rent/3946570-2500-sqft-3-bhk-independent-house-on-rent-in-kothrud-pune,3 BHK Independent House for rent in Kothrud,2500 sq.ft,,,,,,,
158,"10,000","Om sadaguru krupa,Unnatinagar, Hadapsar,Pune",Unfurnished,Rohini Patil,https://housing.com/rent/5925719-800-sqft-1-bhk-independent-house-on-rent-in-hadapsar-pune,1 BHK Independent House for rent in Hadapsar,800 sq.ft,,,,,,,
159,"9,000","Laxmi Nagar, Pimple Gurav,Pune",Unfurnished,Mahesh,https://housing.com/rent/6304876-600-sqft-1-bhk-independent-house-on-rent-in-pimple-gurav-pune,1 BHK Independent House for rent in Pimple Gurav,600 sq.ft,,,,,,,
160,"6,000","Chandrabhaga Nagar, Dhankawadi,Pune",Unfurnished,Manoj Khatal,https://housing.com/rent/5642692-620-sqft-1-bhk-independent-house-on-rent-in-dhankawadi-pune,1 BHK Independent House for rent in Dhankawadi,620 sq.ft,,,,,,,
161,"10,000","Rambagh Colony, Rahatani,Pune",Semi Furnished,Keshav Kolapkar,https://housing.com/rent/6217825-600-sqft-1-bhk-independent-house-on-rent-in-rahatani-pune,1 BHK Independent House for rent in Rahatani,600 sq.ft,,,,,,,
162,"11,000","Shri sai,Eklavya Colony, Kothrud,Pune",Unfurnished,Dinesh Khatate,https://housing.com/rent/4992168-500-sqft-1-bhk-independent-house-on-rent-in-kothrud-pune,1 BHK Independent House for rent in Kothrud,500 sq.ft,,,,,,,
163,"7,000","Vrandavan nivas,Manjari Budruk, Pune",Unfurnished,Balaji G,https://housing.com/rent/6150010-800-sqft-2-bhk-independent-house-on-rent-in-manjari-budruk-pune,2 BHK Independent House for rent in Manjari Budruk,800 sq.ft,,,,,,,
164,"45,000"," Anurag Society,Mahatma Society, Kothrud,Pune",Unfurnished,Pinaki Jayakar,https://housing.com/rent/4638880-3000-sqft-4-bhk-independent-house-on-rent-in-kothrud-pune,4 BHK Independent House for rent in Kothrud,3000 sq.ft,,,,,,,
165,"10,000","Matoshree chinchwad gaon ,Chinchwad Gaon, Chinchwad,Pune",Semi Furnished,SK's Reality,https://housing.com/rent/5086659-700-sqft-1-bhk-independent-house-on-rent-in-chinchwad-pune,1 BHK Independent House for rent in Chinchwad,700 sq.ft,,,,,,,
166,"10,000","Ram Nagar, Pimple Gurav,Pune",Semi Furnished,Kantilal Kisan Bhosale,https://housing.com/rent/6269072-530-sqft-1-bhk-independent-house-on-rent-in-pimple-gurav-pune,1 BHK Independent House for rent in Pimple Gurav,530 sq.ft,,,,,,,
167,"38,000","Rohan Mithila, Mhada Colony, Viman Nagar,Pune",Semi Furnished,Sanat Thakur,https://housing.com/rent/4285351-1790-sqft-2-bhk-independent-house-on-rent-in-viman-nagar-pune,2 BHK Independent House for rent in Viman Nagar,1790 sq.ft,,,,,,,
168,"16,500","Somnath Nagar, Wadgaon Sheri,Pune",Fully Furnished,Infra Nest,https://housing.com/rent/5308363-650-sqft-1-bhk-independent-house-on-rent-in-wadgaon-sheri-pune,1 BHK Independent House for rent in Wadgaon Sheri,650 sq.ft,,,,,,,
169,"30,000","Mittal Upper Crest, Nyati County, Mohammed Wadi,Pune",Fully Furnished,M&M Consultancy,https://housing.com/rent/4674571-1400-sqft-3-bhk-independent-house-on-rent-in-mohammed-wadi-pune,3 BHK Independent House for rent in Mohammed Wadi,1400 sq.ft,,,,,,,
170,"13,000","Chandan Nagar, Pune",Unfurnished,Hrishikesh Jadhav,https://housing.com/rent/5949649-4000-sqft-2-bhk-independent-house-on-rent-in-chandan-nagar-pune,2 BHK Independent House for rent in Chandan Nagar,4000 sq.ft,,,,,,,
171,"50,000","Mulberry Garden,Magarpatta City, Pune",Unfurnished,Pooja Kapare,https://housing.com/rent/6420986-1750-sqft-4-bhk-independent-house-on-rent-in-magarpatta-city-pune,4 BHK Independent House for rent in Magarpatta City,1750 sq.ft,,,,,,,
172,"55,000","Patwardhan baug,Hingne Budrukh, Karve Nagar,Pune",Semi Furnished,Sikandar,https://housing.com/rent/6330758-2250-sqft-4-bhk-independent-house-on-rent-in-karve-nagar-pune,4 BHK Independent House for rent in Karve Nagar,2250 sq.ft,,,,,,,
173,"45,000","Kolte Patil Life Republic Sector R2 2nd Avenue, Hinjewadi, Pune",Fully Furnished,Landmark Consultants,https://housing.com/rent/3514248-3000-sqft-4-bhk-independent-house-on-rent-in-hinjewadi-pune,4 BHK Independent House for rent in Hinjewadi,3000 sq.ft,,,,,,,
174,"3,500","Hingne Budrukh, Karve Nagar,Pune",Fully Furnished,Sumit,https://housing.com/rent/6533249-500-sqft-1-rk-independent-house-on-rent-in-karve-nagar-pune,1 RK Independent House for rent in Karve Nagar,500 sq.ft,,,,,,,
175,"3,000","Pradhikaran, Nigdi,Pune",Semi Furnished,Mohan Kari,https://housing.com/rent/6307524-400-sqft-1-rk-independent-house-on-rent-in-nigdi-pune,1 RK Independent House for rent in Nigdi,400 sq.ft,,,,,,,
176,"15,000","Hinjewadi Rajiv Gandhi Infotech Park, Hinjewadi,Pune",Unfurnished,Asha Malve,https://housing.com/rent/2655067-1500-sqft-2-bhk-independent-house-on-rent-in-hinjewadi-pune,2 BHK Independent House for rent in Hinjewadi,1500 sq.ft,,,,,,,
177,"14,000","Pradhikaran, Nigdi,Pune",Unfurnished,Sameer Bhagodia,https://housing.com/rent/6074177-950-sqft-2-bhk-independent-house-on-rent-in-nigdi-pune,2 BHK Independent House for rent in Nigdi,950 sq.ft,,,,,,,
